min_gap_atr,sl_atr_mult,rr_target,min_body_ratio,min_range_atr,max_ifvg_age,clean_break_buffer_atr,touch_tol_atr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.75,0.75,1.5,0.3,0.6,60,0.0,0.05,68,1.7855728895795886,0.5294117647058824,0.3164958595929485,30,2.095469644663098,0.5666666666666667,0.4150898091559666,3870.7940815238762,-1087.7114875833286,2.7
0.75,0.75,1.5,0.5,0.6,60,0.05,0.0,64,1.7730086771065543,0.53125,0.33197315453362325,32,2.323444216846054,0.59375,0.46437611709836824,4681.0966466307655,-1087.7114875833286,2.5
0.75,0.75,1.5,0.5,0.8,60,0.05,0.0,64,1.7730086771065543,0.53125,0.33197315453362325,32,2.323444216846054,0.59375,0.46437611709836824,4681.0966466307655,-1087.7114875833286,2.5
0.75,0.75,1.5,0.5,0.4,60,0.05,0.0,64,1.7730086771065543,0.53125,0.33197315453362325,32,2.323444216846054,0.59375,0.46437611709836824,4681.0966466307655,-1087.7114875833286,2.5
0.75,0.75,1.5,0.5,0.4,60,0.1,0.1,64,1.9468610757626166,0.5625,0.38959555618545016,31,1.761338985867552,0.5161290322580645,0.27534397240641995,2953.3971733425933,-1089.9070034518372,2.161290322580645
0.75,0.75,1.5,0.5,0.8,60,0.1,0.1,64,1.9468610757626166,0.5625,0.38959555618545016,31,1.761338985867552,0.5161290322580645,0.27534397240641995,2953.3971733425933,-1089.9070034518372,2.161290322580645
0.75,0.75,1.5,0.5,0.6,60,0.1,0.1,64,1.9468610757626166,0.5625,0.38959555618545016,31,1.761338985867552,0.5161290322580645,0.27534397240641995,2953.3971733425933,-1089.9070034518372,2.161290322580645
0.75,0.75,1.5,0.3,0.8,120,0.0,0.05,65,1.7475139596599885,0.5230769230769231,0.30447235758368485,28,2.0920556239655155,0.5714285714285714,0.4005688714729157,3601.264455865399,-1380.4987358383223,2.642857142857143
0.75,0.75,1.5,0.3,0.6,120,0.0,0.05,65,1.7475139596599885,0.5230769230769231,0.30447235758368485,28,2.0920556239655155,0.5714285714285714,0.4005688714729157,3601.264455865399,-1380.4987358383223,2.642857142857143
0.75,0.75,1.5,0.3,0.4,120,0.0,0.05,65,1.7475139596599885,0.5230769230769231,0.30447235758368485,28,2.0920556239655155,0.5714285714285714,0.4005688714729157,3601.264455865399,-1380.4987358383223,2.642857142857143
0.75,0.75,1.5,0.3,0.6,90,0.0,0.05,65,1.723213621065809,0.5230769230769231,0.2916874320902219,28,2.092170538278334,0.5714285714285714,0.39640207916483805,3601.4455845766424,-1087.7114875833286,2.642857142857143
0.75,0.75,1.5,0.3,0.4,90,0.0,0.05,65,1.723213621065809,0.5230769230769231,0.2916874320902219,28,2.092170538278334,0.5714285714285714,0.39640207916483805,3601.4455845766424,-1087.7114875833286,2.642857142857143
0.75,0.75,1.5,0.3,0.8,90,0.0,0.05,65,1.723213621065809,0.5230769230769231,0.2916874320902219,28,2.092170538278334,0.5714285714285714,0.39640207916483805,3601.4455845766424,-1087.7114875833286,2.642857142857143
0.75,0.75,1.5,0.5,0.8,20,0.1,0.05,56,1.7721251979563923,0.5357142857142857,0.31134024517681524,29,1.7164273479683343,0.5172413793103449,0.3045499784441055,2562.49335944662,-1092.8104160314324,1.793103448275862
0.75,0.75,1.5,0.5,0.6,20,0.1,0.05,56,1.7721251979563923,0.5357142857142857,0.31134024517681524,29,1.7164273479683343,0.5172413793103449,0.3045499784441055,2562.49335944662,-1092.8104160314324,1.793103448275862
